,Product_name,Product_Description,Price_of_Product,Reviews_of_the_Product
378,"POCO C51 (Power Black, 64 GB)","POCO C51 (Power Black, 64 GB)41,19,115 Ratings & 6,609 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹5,999₹9,99940% offFree deliveryFestive Best PriceNo Cost EMI from ₹2,000/month","₹5,999","41,19,115 Ratings & 6,609 Reviews"
379,"POCO M6 Pro 5G (Forest Green, 128 GB)","POCO M6 Pro 5G (Forest Green, 128 GB)4.336,588 Ratings & 2,330 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹11,999₹16,99929% offFree deliveryFestive Best PriceNo Cost EMI from ₹4,000/month","₹11,999","4.336,588 Ratings & 2,330 Reviews"
380,"POCO C55 (Cool Blue, 128 GB)","POCO C55 (Cool Blue, 128 GB)4.279,613 Ratings & 4,684 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.04 cm (6.71 inch) HD+ Display50MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryMediatek Helio G85 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹7,799₹13,99944% offFree deliveryFestive Best PriceNo Cost EMI from ₹2,600/month","₹7,799","4.279,613 Ratings & 4,684 Reviews"
381,"realme 11x 5G (Purple Dawn, 128 GB)","realme 11x 5G (Purple Dawn, 128 GB)4.38,557 Ratings & 607 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display64MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹15,999₹18,99915% offFree deliveryFestive Best PriceOnly 3 left","₹15,999","4.38,557 Ratings & 607 Reviews"
382,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
383,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
384,"MOTOROLA e13 (Aurora Green, 128 GB)","MOTOROLA e13 (Aurora Green, 128 GB)4.114,503 Ratings & 881 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories₹7,499₹10,99931% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹7,499","4.114,503 Ratings & 881 Reviews"
385,"realme 11 5G (Glory Black, 128 GB)","realme 11 5G (Glory Black, 128 GB)4.327,302 Ratings & 2,086 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹16,999₹20,99919% offFree deliveryFestive Best PriceNo Cost EMI from ₹5,667/month","₹16,999","4.327,302 Ratings & 2,086 Reviews"
386,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
387,"POCO X5 5G (Supernova Green, 256 GB)","SponsoredPOCO X5 5G (Supernova Green, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
388,"realme 11 5G (Glory Gold, 128 GB)","realme 11 5G (Glory Gold, 128 GB)4.327,302 Ratings & 2,086 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹16,999₹20,99919% offFree deliveryFestive Best PriceNo Cost EMI from ₹5,667/month","₹16,999","4.327,302 Ratings & 2,086 Reviews"
389,"APPLE iPhone 14 Plus (Purple, 128 GB)","APPLE iPhone 14 Plus (Purple, 128 GB)4.646,707 Ratings & 2,737 Reviews128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories₹63,999₹79,90019% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹7,111/month","₹63,999","4.646,707 Ratings & 2,737 Reviews"
390,"realme C53 (Champion Gold, 64 GB)","realme C53 (Champion Gold, 64 GB)4.464,351 Ratings & 2,830 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹10,499₹12,99919% offFree deliveryFestive Best PriceNo Cost EMI from ₹3,500/month","₹10,499","4.464,351 Ratings & 2,830 Reviews"
391,"realme C53 (Champion Black, 64 GB)","realme C53 (Champion Black, 64 GB)4.464,351 Ratings & 2,830 Reviews6 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹10,499₹12,99919% offFree deliveryFestive Best PriceOnly 1 left","₹10,499","4.464,351 Ratings & 2,830 Reviews"
392,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
393,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
394,"MOTOROLA e13 (Cosmic Black, 64 GB)","MOTOROLA e13 (Cosmic Black, 64 GB)4.173,221 Ratings & 5,873 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) HD+ Display13MP Rear Camera | 5MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year on Handset and 6 Months on Accessories₹6,499₹10,99940% off","₹6,499","4.173,221 Ratings & 5,873 Reviews"
395,"REDMI 12 (Pastel Blue, 128 GB)","REDMI 12 (Pastel Blue, 128 GB)4.364,949 Ratings & 3,673 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹9,299₹14,99938% off","₹9,299","4.364,949 Ratings & 3,673 Reviews"
396,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
397,"POCO X5 5G (Jaguar Black, 256 GB)","SponsoredPOCO X5 5G (Jaguar Black, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
398,"realme 11 5G (Glory Black, 256 GB)","realme 11 5G (Glory Black, 256 GB)4.327,302 Ratings & 2,086 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹19,999₹22,99913% offFree deliveryFestive Best PriceNo Cost EMI from ₹3,334/month","₹19,999","4.327,302 Ratings & 2,086 Reviews"
399,"realme 11 5G (Glory Gold, 256 GB)","realme 11 5G (Glory Gold, 256 GB)4.327,302 Ratings & 2,086 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.07 cm (6.72 inch) Full HD+ Display108MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 6100+ Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹19,999₹22,99913% offFree deliveryFestive Best PriceNo Cost EMI from ₹3,334/month","₹19,999","4.327,302 Ratings & 2,086 Reviews"
400,"POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)","POCO C51 - Locked with Airtel Prepaid (Royal Blue, 64 GB)41,19,115 Ratings & 6,609 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹5,499₹9,99945% off","₹5,499","41,19,115 Ratings & 6,609 Reviews"
401,"realme C53 (Champion Black, 128 GB)","realme C53 (Champion Black, 128 GB)4.116,830 Ratings & 1,243 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD Display108MP + 2MP | 8MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹9,999₹11,99916% offFree deliveryFestive Best PriceOnly few left","₹9,999","4.116,830 Ratings & 1,243 Reviews"
402,"POCO X5 5G (Jaguar Black, 128 GB)","SponsoredPOCO X5 5G (Jaguar Black, 128 GB)4.230,156 Ratings & 2,349 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹13,999₹20,99933% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,334/month","₹13,999","4.230,156 Ratings & 2,349 Reviews"
403,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
404,"SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)","SAMSUNG Galaxy F14 5G (B.A.E. Purple, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
405,"MOTOROLA g54 5G (Midnight Blue, 256 GB)","MOTOROLA g54 5G (Midnight Blue, 256 GB)4.223,057 Ratings & 2,009 Reviews12 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.51 cm (6.5 inch) Full HD+ Display50MP (OIS) + 8MP | 16MP Front Camera6000 mAh BatteryDimensity 7020 Processor1 Year on Handset and 6 Months on Accessories₹15,999₹21,99927% off","₹15,999","4.223,057 Ratings & 2,009 Reviews"
406,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
407,"POCO X5 Pro 5G (Horizon Blue, 128 GB)","SponsoredPOCO X5 Pro 5G (Horizon Blue, 128 GB)4.319,815 Ratings & 2,073 Reviews6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹18,499₹25,99928% offFree deliveryFestive Best PriceNo Cost EMI from ₹3,084/month","₹18,499","4.319,815 Ratings & 2,073 Reviews"
408,"POCO M6 Pro 5G (Power Black, 128 GB)","POCO M6 Pro 5G (Power Black, 128 GB)4.336,544 Ratings & 2,448 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatterySnapdragon 4 Gen 2 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹10,999₹15,99931% offFree deliveryFestive Best PriceNo Cost EMI from ₹3,667/month","₹10,999","4.336,544 Ratings & 2,448 Reviews"
409,"POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)","POCO C51 - Locked with Airtel Prepaid (Power Black, 64 GB)41,19,115 Ratings & 6,609 Reviews4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.56 cm (6.52 inch) HD+ Display8MP Dual Rear Camera | 5MP Front Camera5000 mAh BatteryHelio G36 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹5,499₹9,99945% off","₹5,499","41,19,115 Ratings & 6,609 Reviews"
410,"REDMI 12 (Jade Black, 128 GB)","REDMI 12 (Jade Black, 128 GB)4.219,641 Ratings & 1,387 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display50MP + 8MP + 2MP | 8MP Front Camera5000 mAh BatteryHelio G88 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹10,499₹15,99934% off","₹10,499","4.219,641 Ratings & 1,387 Reviews"
411,"POCO X5 Pro 5G (Astral Black, 256 GB)","POCO X5 Pro 5G (Astral Black, 256 GB)4.332,387 Ratings & 3,147 Reviews8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display108MP + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryQualcomm Snapdragon 778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for in the Box Accessories₹19,499₹28,99932% offFree deliveryFestive Best PriceNo Cost EMI from ₹3,250/month","₹19,499","4.332,387 Ratings & 3,147 Reviews"
412,"SAMSUNG Galaxy F14 5G (OMG Black, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (OMG Black, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
413,"POCO X5 5G (Supernova Green, 256 GB)","SponsoredPOCO X5 5G (Supernova Green, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
414,"REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)","REDMI Note 12 Pro 5G (Glacier Blue, 256 GB)4.225,841 Ratings & 2,398 Reviews8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ AMOLED Display50MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh Lithium Polymer BatteryMediatek Dimensity 1080 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹22,999₹31,99928% offFree deliveryFestive Best PriceOnly 5 left","₹22,999","4.225,841 Ratings & 2,398 Reviews"
415,"Infinix HOT 30i (Diamond White, 128 GB)","Infinix HOT 30i (Diamond White, 128 GB)4.21,09,685 Ratings & 6,357 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories₹8,299₹11,99930% off","₹8,299","4.21,09,685 Ratings & 6,357 Reviews"
416,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SponsoredSAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.224,531 Ratings & 1,625 Reviews4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹11,490₹17,49034% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,277/month","₹11,490","4.224,531 Ratings & 1,625 Reviews"
417,"POCO X5 5G (Wildcat Blue, 256 GB)","SponsoredPOCO X5 5G (Wildcat Blue, 256 GB)4.213,135 Ratings & 980 Reviews8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Full HD+ Display48MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatteryQualcomm Snapdragon 695 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories₹14,999₹23,99937% offFree deliveryTop Discount of the SaleNo Cost EMI from ₹2,500/month","₹14,999","4.213,135 Ratings & 980 Reviews"
418,"SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)","SAMSUNG Galaxy F14 5G (GOAT Green, 128 GB)4.261,706 Ratings & 4,311 Reviews6 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 2MP | 13MP Front Camera6000 mAh BatteryExynos 1330, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories₹12,490₹18,49032% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,388/month","₹12,490","4.261,706 Ratings & 4,311 Reviews"
419,"Infinix HOT 30i (Glacier Blue, 128 GB)","Infinix HOT 30i (Glacier Blue, 128 GB)4.21,09,685 Ratings & 6,357 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories₹8,299₹11,99930% off","₹8,299","4.21,09,685 Ratings & 6,357 Reviews"
420,"Infinix HOT 30i (Marigold, 128 GB)","Infinix HOT 30i (Marigold, 128 GB)4.21,09,685 Ratings & 6,357 Reviews8 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) HD+ Display50MP + AI Lens | 5MP Front Camera5000 mAh BatteryG37 Processor1 Year on Handset and 6 Months on Accessories₹8,299₹11,99930% offFree deliveryFestive Best PriceNo Cost EMI from ₹1,384/month","₹8,299","4.21,09,685 Ratings & 6,357 Reviews"
